教室可容纳学生,教室编号,资源,教室ID
；化学试剂套装；传感器；电压表；电流表；频谱分析仪等电工实验器材；安全隔离仪器；医学仪器；工程光学仪器等",6-107
200,60108,投影仪；黑板；黑板刷；粉笔,6-108
80,60109,投影仪；黑板；黑板刷；粉笔,6-109
80,60110,投影仪；黑板；黑板刷；粉笔,6-110
80,60111,投影仪；黑板；黑板刷；粉笔,6-111
80,60112,投影仪；黑板；黑板刷；粉笔,6-112
300,60201,投影仪；黑板；黑板刷；粉笔,6-201
80,60202,投影仪；黑板；黑板刷；粉笔,6-202
80,60203,投影仪；黑板；黑板刷；粉笔,6-203
80,60204,投影仪；黑板；黑板刷；粉笔,6-204
200,60205,投影仪；黑板；黑板刷；粉笔,6-205
200,60206,投影仪；黑板；黑板刷；粉笔,6-206
120,60207,"投影仪；黑板；黑板刷；粉笔；多媒体；耳机；语音箱
；化学试剂套装；传感器；电压表；电流表；频谱分析仪等电工实验器材；安全隔离仪器；医学仪器；工程光学仪器等",6-207
300,60208,投影仪；黑板；黑板刷；粉笔,6-208
80,60209,投影仪；黑板；黑板刷；粉笔,6-209
80,60210,投影仪；黑板；黑板刷；粉笔,6-210
80,60211,投影仪；黑板；黑板刷；粉笔,6-211
80,60212,投影仪；黑板；黑板刷；粉笔,6-212
300,60301,投影仪；黑板；黑板刷；粉笔,6-301
80,60302,投影仪；黑板；黑板刷；粉笔,6-302
80,60303,投影仪；黑板；黑板刷；粉笔,6-303
80,60304,投影仪；黑板；黑板刷；粉笔,6-304
200,60305,投影仪；黑板；黑板刷；粉笔,6-305
200,60306,投影仪；黑板；黑板刷；粉笔,6-306
120,60307,"投影仪；黑板；黑板刷；粉笔；多媒体；耳机；语音箱
；化学试剂套装；传感器；电压表；电流表；频谱分析仪等电工实验器材；安全隔离仪器；医学仪器；工程光学仪器等",6-307
200,60308,投影仪；黑板；黑板刷；粉笔,6-308
80,60309,投影仪；黑板；黑板刷；粉笔,6-309
80,60310,投影仪；黑板；黑板刷；粉笔,6-310
80,60311,投影仪；黑板；黑板刷；粉笔,6-311
80,60312,投影仪；黑板；黑板刷；粉笔,6-312
300,60401,投影仪；黑板；黑板刷；粉笔,6-401
80,60402,投影仪；黑板；黑板刷；粉笔,6-402
80,60403,投影仪；黑板；黑板刷；粉笔,6-403
80,60404,投影仪；黑板；黑板刷；粉笔,6-404
300,60405,投影仪；黑板；黑板刷；粉笔,6-405
300,60406,投影仪；黑板；黑板刷；粉笔,6-406
120,60407,"投影仪；黑板；黑板刷；粉笔；多媒体；耳机；语音箱
；化学试剂套装；传感器；电压表；电流表；频谱分析仪等电工实验器材；安全隔离仪器；医学仪器；工程光学仪器等",6-407
300,60408,投影仪；黑板；黑板刷；粉笔,6-408
80,60409,投影仪；黑板；黑板刷；粉笔,6-409
80,60410,投影仪；黑板；黑板刷；粉笔,6-410
80,60411,投影仪；黑板；黑板刷；粉笔,6-411
80,60412,投影仪；黑板；黑板刷；粉笔,6-412
200,60501,投影仪；黑板；黑板刷；粉笔,6-501
80,60502,投影仪；黑板；黑板刷；粉笔,6-502
80,60503,投影仪；黑板；黑板刷；粉笔,6-503
80,60504,投影仪；黑板；黑板刷；粉笔,6-504
200,60505,投影仪；黑板；黑板刷；粉笔,6-505
200,60506,投影仪；黑板；黑板刷；粉笔,6-506
120,60507,"投影仪；黑板；黑板刷；粉笔；多媒体；耳机；语音箱
；化学试剂套装；传感器；电压表；电流表；频谱分析仪等电工实验器材；安全隔离仪器；医学仪器；工程光学仪器等",6-507
300,60508,投影仪；黑板；黑板刷；粉笔,6-508
80,60509,投影仪；黑板；黑板刷；粉笔,6-509
80,60510,投影仪；黑板；黑板刷；粉笔,6-510
80,60511,投影仪；黑板；黑板刷；粉笔,6-511
80,60512,投影仪；黑板；黑板刷；粉笔,6-512
300,60601,投影仪；黑板；黑板刷；粉笔,6-601
80,60602,投影仪；黑板；黑板刷；粉笔,6-602
80,60603,投影仪；黑板；黑板刷；粉笔,6-603
80,60604,投影仪；黑板；黑板刷；粉笔,6-604
200,60605,投影仪；黑板；黑板刷；粉笔,6-605
200,60606,投影仪；黑板；黑板刷；粉笔,6-606
120,60607,"投影仪；黑板；黑板刷；粉笔；多媒体；耳机；语音箱
；化学试剂套装；传感器；电压表；电流表；频谱分析仪等电工实验器材；安全隔离仪器；医学仪器；工程光学仪器等",6-607
300,60608,投影仪；黑板；黑板刷；粉笔,6-608
80,60609,投影仪；黑板；黑板刷；粉笔,6-609
80,60610,投影仪；黑板；黑板刷；粉笔,6-610
80,60611,投影仪；黑板；黑板刷；粉笔,6-611
80,60612,投影仪；黑板；黑板刷；粉笔,6-612
300,60701,投影仪；黑板；黑板刷；粉笔,6-701
80,60702,投影仪；黑板；黑板刷；粉笔,6-702
80,60703,投影仪；黑板；黑板刷；粉笔,6-703
80,60704,投影仪；黑板；黑板刷；粉笔,6-704
300,60705,投影仪；黑板；黑板刷；粉笔,6-705
200,60706,投影仪；黑板；黑板刷；粉笔,6-706
120,60707,"投影仪；黑板；黑板刷；粉笔；多媒体；耳机；语音箱
；化学试剂套装；传感器；电压表；电流表；频谱分析仪等电工实验器材；安全隔离仪器；医学仪器；工程光学仪器等",6-707
300,60708,投影仪；黑板；黑板刷；粉笔,6-708
80,60709,投影仪；黑板；黑板刷；粉笔,6-709
80,60710,投影仪；黑板；黑板刷；粉笔,6-710
80,60711,投影仪；黑板；黑板刷；粉笔,6-711
80,60712,投影仪；黑板；黑板刷；粉笔,6-712
300,70101,投影仪；黑板；黑板刷；粉笔,7-101
80,70102,投影仪；黑板；黑板刷；粉笔,7-102
80,70103,投影仪；黑板；黑板刷；粉笔,7-103
80,70104,投影仪；黑板；黑板刷；粉笔,7-104
200,70105,投影仪；黑板；黑板刷；粉笔,7-105
200,70106,投影仪；黑板；黑板刷；粉笔,7-106
120,70107,"投影仪；黑板；黑板刷；粉笔；多媒体；耳机；语音箱
；化学试剂套装；传感器；电压表；电流表；频谱分析仪等电工实验器材；安全隔离仪器；医学仪器；工程光学仪器等",7-107
200,70108,投影仪；黑板；黑板刷；粉笔,7-108
80,70109,投影仪；黑板；黑板刷；粉笔,7-109
80,70110,投影仪；黑板；黑板刷；粉笔,7-110
80,70111,投影仪；黑板；黑板刷；粉笔,7-111
80,70112,投影仪；黑板；黑板刷；粉笔,7-112
200,70201,投影仪；黑板；黑板刷；粉笔,7-201
80,70202,投影仪；黑板；黑板刷；粉笔,7-202
80,70203,投影仪；黑板；黑板刷；粉笔,7-203
80,70204,投影仪；黑板；黑板刷；粉笔,7-204
200,70205,投影仪；黑板；黑板刷；粉笔,7-205
200,70206,投影仪；黑板；黑板刷；粉笔,7-206
120,70207,"投影仪；黑板；黑板刷；粉笔；多媒体；耳机；语音箱
；化学试剂套装；传感器；电压表；电流表；频谱分析仪等电工实验器材；安全隔离仪器；医学仪器；工程光学仪器等",7-207
300,70208,投影仪；黑板；黑板刷；粉笔,7-208
80,70209,投影仪；黑板；黑板刷；粉笔,7-209
80,70210,投影仪；黑板；黑板刷；粉笔,7-210
80,70211,投影仪；黑板；黑板刷；粉笔,7-211
80,70212,投影仪；黑板；黑板刷；粉笔,7-212
200,70301,投影仪；黑板；黑板刷；粉笔,7-301
80,70302,投影仪；黑板；黑板刷；粉笔,7-302
80,70303,投影仪；黑板；黑板刷；粉笔,7-303
80,70304,投影仪；黑板；黑板刷；粉笔,7-304
300,70305,投影仪；黑板；黑板刷；粉笔,7-305
200,70306,投影仪；黑板；黑板刷；粉笔,7-306
120,70307,"投影仪；黑板；黑板刷；粉笔；多媒体；耳机；语音箱
；化学试剂套装；传感器；电压表；电流表；频谱分析仪等电工实验器材；安全隔离仪器；医学仪器；工程光学仪器等",7-307
300,70308,投影仪；黑板；黑板刷；粉笔,7-308
80,70309,投影仪；黑板；黑板刷；粉笔,7-309
80,70310,投影仪；黑板；黑板刷；粉笔,7-310
80,70311,投影仪；黑板；黑板刷；粉笔,7-311
80,70312,投影仪；黑板；黑板刷；粉笔,7-312
200,70401,投影仪；黑板；黑板刷；粉笔,7-401
80,70402,投影仪；黑板；黑板刷；粉笔,7-402
80,70403,投影仪；黑板；黑板刷；粉笔,7-403
80,70404,投影仪；黑板；黑板刷；粉笔,7-404
300,70405,投影仪；黑板；黑板刷；粉笔,7-405
200,70406,投影仪；黑板；黑板刷；粉笔,7-406
120,70407,"投影仪；黑板；黑板刷；粉笔；多媒体；耳机；语音箱
；化学试剂套装；传感器；电压表；电流表；频谱分析仪等电工实验器材；安全隔离仪器；医学仪器；工程光学仪器等",7-407
200,70408,投影仪；黑板；黑板刷；粉笔,7-408
80,70409,投影仪；黑板；黑板刷；粉笔,7-409
80,70410,投影仪；黑板；黑板刷；粉笔,7-410
80,70411,投影仪；黑板；黑板刷；粉笔,7-411
80,70412,投影仪；黑板；黑板刷；粉笔,7-412
200,70501,投影仪；黑板；黑板刷；粉笔,7-501
80,70502,投影仪；黑板；黑板刷；粉笔,7-502
80,70503,投影仪；黑板；黑板刷；粉笔,7-503
80,70504,投影仪；黑板；黑板刷；粉笔,7-504
300,70505,投影仪；黑板；黑板刷；粉笔,7-505
300,70506,投影仪；黑板；黑板刷；粉笔,7-506
120,70507,"投影仪；黑板；黑板刷；粉笔；多媒体；耳机；语音箱
；化学试剂套装；传感器；电压表；电流表；频谱分析仪等电工实验器材；安全隔离仪器；医学仪器；工程光学仪器等",7-507
300,70508,投影仪；黑板；黑板刷；粉笔,7-508
80,70509,投影仪；黑板；黑板刷；粉笔,7-509
80,70510,投影仪；黑板；黑板刷；粉笔,7-510
80,70511,投影仪；黑板；黑板刷；粉笔,7-511
80,70512,投影仪；黑板；黑板刷；粉笔,7-512
200,70601,投影仪；黑板；黑板刷；粉笔,7-601
80,70602,投影仪；黑板；黑板刷；粉笔,7-602
80,70603,投影仪；黑板；黑板刷；粉笔,7-603
80,70604,投影仪；黑板；黑板刷；粉笔,7-604
300,70605,投影仪；黑板；黑板刷；粉笔,7-605
200,70606,投影仪；黑板；黑板刷；粉笔,7-606
120,70607,"投影仪；黑板；黑板刷；粉笔；多媒体；耳机；语音箱
；化学试剂套装；传感器；电压表；电流表；频谱分析仪等电工实验器材；安全隔离仪器；医学仪器；工程光学仪器等",7-607
200,70608,投影仪；黑板；黑板刷；粉笔,7-608
80,70609,投影仪；黑板；黑板刷；粉笔,7-609
80,70610,投影仪；黑板；黑板刷；粉笔,7-610
80,70611,投影仪；黑板；黑板刷；粉笔,7-611
80,70612,投影仪；黑板；黑板刷；粉笔,7-612
200,70701,投影仪；黑板；黑板刷；粉笔,7-701
80,70702,投影仪；黑板；黑板刷；粉笔,7-702
80,70703,投影仪；黑板；黑板刷；粉笔,7-703
80,70704,投影仪；黑板；黑板刷；粉笔,7-704
300,70705,投影仪；黑板；黑板刷；粉笔,7-705
300,70706,投影仪；黑板；黑板刷；粉笔,7-706
120,70707,"投影仪；黑板；黑板刷；粉笔；多媒体；耳机；语音箱
；化学试剂套装；传感器；电压表；电流表；频谱分析仪等电工实验器材；安全隔离仪器；医学仪器；工程光学仪器等",7-707
300,70708,投影仪；黑板；黑板刷；粉笔,7-708
80,70709,投影仪；黑板；黑板刷；粉笔,7-709
80,70710,投影仪；黑板；黑板刷；粉笔,7-710
80,70711,投影仪；黑板；黑板刷；粉笔,7-711
80,70712,投影仪；黑板；黑板刷；粉笔,7-712
300,80101,投影仪；黑板；黑板刷；粉笔,8-101
80,80102,投影仪；黑板；黑板刷；粉笔,8-102
80,80103,投影仪；黑板；黑板刷；粉笔,8-103
80,80104,投影仪；黑板；黑板刷；粉笔,8-104
300,80105,投影仪；黑板；黑板刷；粉笔,8-105
300,80106,投影仪；黑板；黑板刷；粉笔,8-106
120,80107,"投影仪；黑板；黑板刷；粉笔；多媒体；耳机；语音箱
；化学试剂套装；传感器；电压表；电流表；频谱分析仪等电工实验器材；安全隔离仪器；医学仪器；工程光学仪器等",8-107
200,80108,投影仪；黑板；黑板刷；粉笔,8-108
80,80109,投影仪；黑板；黑板刷；粉笔,8-109
80,80110,投影仪；黑板；黑板刷；粉笔,8-110
80,80111,投影仪；黑板；黑板刷；粉笔,8-111
80,80112,投影仪；黑板；黑板刷；粉笔,8-112
200,80201,投影仪；黑板；黑板刷；粉笔,8-201
80,80202,投影仪；黑板；黑板刷；粉笔,8-202
80,80203,投影仪；黑板；黑板刷；粉笔,8-203
80,80204,投影仪；黑板；黑板刷；粉笔,8-204
300,80205,投影仪；黑板；黑板刷；粉笔,8-205
300,80206,投影仪；黑板；黑板刷；粉笔,8-206
120,80207,"投影仪；黑板；黑板刷；粉笔；多媒体；耳机；语音箱
；化学试剂套装；传感器；电压表；电流表；频谱分析仪等电工实验器材；安全隔离仪器；医学仪器；工程光学仪器等",8-207
300,80208,投影仪；黑板；黑板刷；粉笔,8-208
80,80209,投影仪；黑板；黑板刷；粉笔,8-209
80,80210,投影仪；黑板；黑板刷；粉笔,8-210
80,80211,投影仪；黑板；黑板刷；粉笔,8-211
80,80212,投影仪；黑板；黑板刷；粉笔,8-212
200,80301,投影仪；黑板；黑板刷；粉笔,8-301
80,80302,投影仪；黑板；黑板刷；粉笔,8-302
80,80303,投影仪；黑板；黑板刷；粉笔,8-303
80,80304,投影仪；黑板；黑板刷；粉笔,8-304
300,80305,投影仪；黑板；黑板刷；粉笔,8-305
200,80306,投影仪；黑板；黑板刷；粉笔,8-306
120,80307,"投影仪；黑板；黑板刷；粉笔；多媒体；耳机；语音箱
；化学试剂套装；传感器；电压表；电流表；频谱分析仪等电工实验器材；安全隔离仪器；医学仪器；工程光学仪器等",8-307
200,80308,投影仪；黑板；黑板刷；粉笔,8-308
80,80309,投影仪；黑板；黑板刷；粉笔,8-309
80,80310,投影仪；黑板；黑板刷；粉笔,8-310
80,80311,投影仪；黑板；黑板刷；粉笔,8-311
80,80312,投影仪；黑板；黑板刷；粉笔,8-312
200,80401,投影仪；黑板；黑板刷；粉笔,8-401
80,80402,投影仪；黑板；黑板刷；粉笔,8-402
80,80403,投影仪；黑板；黑板刷；粉笔,8-403
80,80404,投影仪；黑板；黑板刷；粉笔,8-404
300,80405,投影仪；黑板；黑板刷；粉笔,8-405
200,80406,投影仪；黑板；黑板刷；粉笔,8-406
120,80407,"投影仪；黑板；黑板刷；粉笔；多媒体；耳机；语音箱
；化学试剂套装；传感器；电压表；电流表；频谱分析仪等电工实验器材；安全隔离仪器；医学仪器；工程光学仪器等",8-407
200,80408,投影仪；黑板；黑板刷；粉笔,8-408
80,80409,投影仪；黑板；黑板刷；粉笔,8-409
80,80410,投影仪；黑板；黑板刷；粉笔,8-410
80,80411,投影仪；黑板；黑板刷；粉笔,8-411
80,80412,投影仪；黑板；黑板刷；粉笔,8-412
300,80501,投影仪；黑板；黑板刷；粉笔,8-501
80,80502,投影仪；黑板；黑板刷；粉笔,8-502
80,80503,投影仪；黑板；黑板刷；粉笔,8-503
80,80504,投影仪；黑板；黑板刷；粉笔,8-504
300,80505,投影仪；黑板；黑板刷；粉笔,8-505
200,80506,投影仪；黑板；黑板刷；粉笔,8-506
120,80507,"投影仪；黑板；黑板刷；粉笔；多媒体；耳机；语音箱
；化学试剂套装；传感器；电压表；电流表；频谱分析仪等电工实验器材；安全隔离仪器；医学仪器；工程光学仪器等",8-507
300,80508,投影仪；黑板；黑板刷；粉笔,8-508
80,80509,投影仪；黑板；黑板刷；粉笔,8-509
80,80510,投影仪；黑板；黑板刷；粉笔,8-510
80,80511,投影仪；黑板；黑板刷；粉笔,8-511
80,80512,投影仪；黑板；黑板刷；粉笔,8-512
300,80601,投影仪；黑板；黑板刷；粉笔,8-601
80,80602,投影仪；黑板；黑板刷；粉笔,8-602
80,80603,投影仪；黑板；黑板刷；粉笔,8-603
80,80604,投影仪；黑板；黑板刷；粉笔,8-604
300,80605,投影仪；黑板；黑板刷；粉笔,8-605
300,80606,投影仪；黑板；黑板刷；粉笔,8-606
120,80607,"投影仪；黑板；黑板刷；粉笔；多媒体；耳机；语音箱
；化学试剂套装；传感器；电压表；电流表；频谱分析仪等电工实验器材；安全隔离仪器；医学仪器；工程光学仪器等",8-607
200,80608,投影仪；黑板；黑板刷；粉笔,8-608
80,80609,投影仪；黑板；黑板刷；粉笔,8-609
80,80610,投影仪；黑板；黑板刷；粉笔,8-610
80,80611,投影仪；黑板；黑板刷；粉笔,8-611
80,80612,投影仪；黑板；黑板刷；粉笔,8-612
300,90101,投影仪；黑板；黑板刷；粉笔,9-101
80,90102,投影仪；黑板；黑板刷；粉笔,9-102
80,90103,投影仪；黑板；黑板刷；粉笔,9-103
80,90104,投影仪；黑板；黑板刷；粉笔,9-104
200,90105,投影仪；黑板；黑板刷；粉笔,9-105
300,90106,投影仪；黑板；黑板刷；粉笔,9-106
120,90107,"投影仪；黑板；黑板刷；粉笔；多媒体；耳机；语音箱
；化学试剂套装；传感器；电压表；电流表；频谱分析仪等电工实验器材；安全隔离仪器；医学仪器；工程光学仪器等",9-107
300,90108,投影仪；黑板；黑板刷；粉笔,9-108
80,90109,投影仪；黑板；黑板刷；粉笔,9-109
80,90110,投影仪；黑板；黑板刷；粉笔,9-110
80,90111,投影仪；黑板；黑板刷；粉笔,9-111
80,90112,投影仪；黑板；黑板刷；粉笔,9-112
200,90201,投影仪；黑板；黑板刷；粉笔,9-201
80,90202,投影仪；黑板；黑板刷；粉笔,9-202
80,90203,投影仪；黑板；黑板刷；粉笔,9-203
80,90204,投影仪；黑板；黑板刷；粉笔,9-204
300,90205,投影仪；黑板；黑板刷；粉笔,9-205
300,90206,投影仪；黑板；黑板刷；粉笔,9-206
120,90207,"投影仪；黑板；黑板刷；粉笔；多媒体；耳机；语音箱
；化学试剂套装；传感器；电压表；电流表；频谱分析仪等电工实验器材；安全隔离仪器；医学仪器；工程光学仪器等",9-207
200,90208,投影仪；黑板；黑板刷；粉笔,9-208
80,90209,投影仪；黑板；黑板刷；粉笔,9-209
80,90210,投影仪；黑板；黑板刷；粉笔,9-210
80,90211,投影仪；黑板；黑板刷；粉笔,9-211
80,90212,投影仪；黑板；黑板刷；粉笔,9-212
200,90301,投影仪；黑板；黑板刷；粉笔,9-301
80,90302,投影仪；黑板；黑板刷；粉笔,9-302
80,90303,投影仪；黑板；黑板刷；粉笔,9-303
80,90304,投影仪；黑板；黑板刷；粉笔,9-304
200,90305,投影仪；黑板；黑板刷；粉笔,9-305
300,90306,投影仪；黑板；黑板刷；粉笔,9-306
120,90307,"投影仪；黑板；黑板刷；粉笔；多媒体；耳机；语音箱
；化学试剂套装；传感器；电压表；电流表；频谱分析仪等电工实验器材；安全隔离仪器；医学仪器；工程光学仪器等",9-307
300,90308,投影仪；黑板；黑板刷；粉笔,9-308
80,90309,投影仪；黑板；黑板刷；粉笔,9-309
80,90310,投影仪；黑板；黑板刷；粉笔,9-310
80,90311,投影仪；黑板；黑板刷；粉笔,9-311
80,90312,投影仪；黑板；黑板刷；粉笔,9-312
200,90401,投影仪；黑板；黑板刷；粉笔,9-401
80,90402,投影仪；黑板；黑板刷；粉笔,9-402
80,90403,投影仪；黑板；黑板刷；粉笔,9-403
80,90404,投影仪；黑板；黑板刷；粉笔,9-404
200,90405,投影仪；黑板；黑板刷；粉笔,9-405
300,90406,投影仪；黑板；黑板刷；粉笔,9-406
120,90407,"投影仪；黑板；黑板刷；粉笔；多媒体；耳机；语音箱
；化学试剂套装；传感器；电压表；电流表；频谱分析仪等电工实验器材；安全隔离仪器；医学仪器；工程光学仪器等",9-407
300,90408,投影仪；黑板；黑板刷；粉笔,9-408
80,90409,投影仪；黑板；黑板刷；粉笔,9-409
80,90410,投影仪；黑板；黑板刷；粉笔,9-410
80,90411,投影仪；黑板；黑板刷；粉笔,9-411
80,90412,投影仪；黑板；黑板刷；粉笔,9-412
300,90501,投影仪；黑板；黑板刷；粉笔,9-501
80,90502,投影仪；黑板；黑板刷；粉笔,9-502
80,90503,投影仪；黑板；黑板刷；粉笔,9-503
80,90504,投影仪；黑板；黑板刷；粉笔,9-504
300,90505,投影仪；黑板；黑板刷；粉笔,9-505
200,90506,投影仪；黑板；黑板刷；粉笔,9-506
120,90507,"投影仪；黑板；黑板刷；粉笔；多媒体；耳机；语音箱
；化学试剂套装；传感器；电压表；电流表；频谱分析仪等电工实验器材；安全隔离仪器；医学仪器；工程光学仪器等",9-507
300,90508,投影仪；黑板；黑板刷；粉笔,9-508
80,90509,投影仪；黑板；黑板刷；粉笔,9-509
80,90510,投影仪；黑板；黑板刷；粉笔,9-510
80,90511,投影仪；黑板；黑板刷；粉笔,9-511
80,90512,投影仪；黑板；黑板刷；粉笔,9-512
200,90601,投影仪；黑板；黑板刷；粉笔,9-601
80,90602,投影仪；黑板；黑板刷；粉笔,9-602
80,90603,投影仪；黑板；黑板刷；粉笔,9-603
80,90604,投影仪；黑板；黑板刷；粉笔,9-604
300,90605,投影仪；黑板；黑板刷；粉笔,9-605
300,90606,投影仪；黑板；黑板刷；粉笔,9-606
120,90607,"投影仪；黑板；黑板刷；粉笔；多媒体；耳机；语音箱
；化学试剂套装；传感器；电压表；电流表；频谱分析仪等电工实验器材；安全隔离仪器；医学仪器；工程光学仪器等",9-607
200,90608,投影仪；黑板；黑板刷；粉笔,9-608
80,90609,投影仪；黑板；黑板刷；粉笔,9-609
80,90610,投影仪；黑板；黑板刷；粉笔,9-610
80,90611,投影仪；黑板；黑板刷；粉笔,9-611
80,90612,投影仪；黑板；黑板刷；粉笔,9-612
200,100101,投影仪；黑板；黑板刷；粉笔,10-101
80,100102,投影仪；黑板；黑板刷；粉笔,10-102
80,100103,投影仪；黑板；黑板刷；粉笔,10-103
80,100104,投影仪；黑板；黑板刷；粉笔,10-104
300,100105,投影仪；黑板；黑板刷；粉笔,10-105
200,100106,投影仪；黑板；黑板刷；粉笔,10-106
120,100107,"投影仪；黑板；黑板刷；粉笔；多媒体；耳机；语音箱
；化学试剂套装；传感器；电压表；电流表；频谱分析仪等电工实验器材；安全隔离仪器；医学仪器；工程光学仪器等",10-107
200,100108,投影仪；黑板；黑板刷；粉笔,10-108
80,100109,投影仪；黑板；黑板刷；粉笔,10-109
80,100110,投影仪；黑板；黑板刷；粉笔,10-110
80,100111,投影仪；黑板；黑板刷；粉笔,10-111
80,100112,投影仪；黑板；黑板刷；粉笔,10-112
200,100201,投影仪；黑板；黑板刷；粉笔,10-201
80,100202,投影仪；黑板；黑板刷；粉笔,10-202
80,100203,投影仪；黑板；黑板刷；粉笔,10-203
80,100204,投影仪；黑板；黑板刷；粉笔,10-204
300,100205,投影仪；黑板；黑板刷；粉笔,10-205
300,100206,投影仪；黑板；黑板刷；粉笔,10-206
120,100207,"投影仪；黑板；黑板刷；粉笔；多媒体；耳机；语音箱
；化学试剂套装；传感器；电压表；电流表；频谱分析仪等电工实验器材；安全隔离仪器；医学仪器；工程光学仪器等",10-207
300,100208,投影仪；黑板；黑板刷；粉笔,10-208
80,100209,投影仪；黑板；黑板刷；粉笔,10-209
80,100210,投影仪；黑板；黑板刷；粉笔,10-210
80,100211,投影仪；黑板；黑板刷；粉笔,10-211
80,100212,投影仪；黑板；黑板刷；粉笔,10-212
200,100301,投影仪；黑板；黑板刷；粉笔,10-301
80,100302,投影仪；黑板；黑板刷；粉笔,10-302
80,100303,投影仪；黑板；黑板刷；粉笔,10-303
80,100304,投影仪；黑板；黑板刷；粉笔,10-304
200,100305,投影仪；黑板；黑板刷；粉笔,10-305
300,100306,投影仪；黑板；黑板刷；粉笔,10-306
120,100307,"投影仪；黑板；黑板刷；粉笔；多媒体；耳机；语音箱
；化学试剂套装；传感器；电压表；电流表；频谱分析仪等电工实验器材；安全隔离仪器；医学仪器；工程光学仪器等",10-307
200,100308,投影仪；黑板；黑板刷；粉笔,10-308
80,100309,投影仪；黑板；黑板刷；粉笔,10-309
80,100310,投影仪；黑板；黑板刷；粉笔,10-310
80,100311,投影仪；黑板；黑板刷；粉笔,10-311
80,100312,投影仪；黑板；黑板刷；粉笔,10-312
300,100401,投影仪；黑板；黑板刷；粉笔,10-401
80,100402,投影仪；黑板；黑板刷；粉笔,10-402
80,100403,投影仪；黑板；黑板刷；粉笔,10-403
80,100404,投影仪；黑板；黑板刷；粉笔,10-404
200,100405,投影仪；黑板；黑板刷；粉笔,10-405
300,100406,投影仪；黑板；黑板刷；粉笔,10-406
120,100407,"投影仪；黑板；黑板刷；粉笔；多媒体；耳机；语音箱
；化学试剂套装；传感器；电压表；电流表；频谱分析仪等电工实验器材；安全隔离仪器；医学仪器；工程光学仪器等",10-407
200,100408,投影仪；黑板；黑板刷；粉笔,10-408
80,100409,投影仪；黑板；黑板刷；粉笔,10-409
80,100410,投影仪；黑板；黑板刷；粉笔,10-410
80,100411,投影仪；黑板；黑板刷；粉笔,10-411
80,100412,投影仪；黑板；黑板刷；粉笔,10-412
200,100501,投影仪；黑板；黑板刷；粉笔,10-501
80,100502,投影仪；黑板；黑板刷；粉笔,10-502
80,100503,投影仪；黑板；黑板刷；粉笔,10-503
80,100504,投影仪；黑板；黑板刷；粉笔,10-504
300,100505,投影仪；黑板；黑板刷；粉笔,10-505
200,100506,投影仪；黑板；黑板刷；粉笔,10-506
120,100507,"投影仪；黑板；黑板刷；粉笔；多媒体；耳机；语音箱
；化学试剂套装；传感器；电压表；电流表；频谱分析仪等电工实验器材；安全隔离仪器；医学仪器；工程光学仪器等",10-507
300,100508,投影仪；黑板；黑板刷；粉笔,10-508
80,100509,投影仪；黑板；黑板刷；粉笔,10-509
80,100510,投影仪；黑板；黑板刷；粉笔,10-510
80,100511,投影仪；黑板；黑板刷；粉笔,10-511
80,100512,投影仪；黑板；黑板刷；粉笔,10-512
200,110101,投影仪；黑板；黑板刷；粉笔,11-101
80,110102,投影仪；黑板；黑板刷；粉笔,11-102
80,110103,投影仪；黑板；黑板刷；粉笔,11-103
80,110104,投影仪；黑板；黑板刷；粉笔,11-104
300,110105,投影仪；黑板；黑板刷；粉笔,11-105
300,110106,投影仪；黑板；黑板刷；粉笔,11-106
120,110107,"投影仪；黑板；黑板刷；粉笔；多媒体；耳机；语音箱
