教室可容纳学生,教室编号,资源,教室ID
；化学试剂套装；传感器；电压表；电流表；频谱分析仪等电工实验器材；安全隔离仪器；医学仪器；工程光学仪器等",15-607
200,150608,投影仪；黑板；黑板刷；粉笔,15-608
80,150609,投影仪；黑板；黑板刷；粉笔,15-609
80,150610,投影仪；黑板；黑板刷；粉笔,15-610
80,150611,投影仪；黑板；黑板刷；粉笔,15-611
80,150612,投影仪；黑板；黑板刷；粉笔,15-612
300,150701,投影仪；黑板；黑板刷；粉笔,15-701
80,150702,投影仪；黑板；黑板刷；粉笔,15-702
80,150703,投影仪；黑板；黑板刷；粉笔,15-703
80,150704,投影仪；黑板；黑板刷；粉笔,15-704
200,150705,投影仪；黑板；黑板刷；粉笔,15-705
300,150706,投影仪；黑板；黑板刷；粉笔,15-706
120,150707,"投影仪；黑板；黑板刷；粉笔；多媒体；耳机；语音箱
；化学试剂套装；传感器；电压表；电流表；频谱分析仪等电工实验器材；安全隔离仪器；医学仪器；工程光学仪器等",15-707
300,150708,投影仪；黑板；黑板刷；粉笔,15-708
80,150709,投影仪；黑板；黑板刷；粉笔,15-709
80,150710,投影仪；黑板；黑板刷；粉笔,15-710
80,150711,投影仪；黑板；黑板刷；粉笔,15-711
80,150712,投影仪；黑板；黑板刷；粉笔,15-712
300,160101,投影仪；黑板；黑板刷；粉笔,16-101
80,160102,投影仪；黑板；黑板刷；粉笔,16-102
80,160103,投影仪；黑板；黑板刷；粉笔,16-103
80,160104,投影仪；黑板；黑板刷；粉笔,16-104
300,160105,投影仪；黑板；黑板刷；粉笔,16-105
300,160106,投影仪；黑板；黑板刷；粉笔,16-106
120,160107,"投影仪；黑板；黑板刷；粉笔；多媒体；耳机；语音箱
；化学试剂套装；传感器；电压表；电流表；频谱分析仪等电工实验器材；安全隔离仪器；医学仪器；工程光学仪器等",16-107
300,160108,投影仪；黑板；黑板刷；粉笔,16-108
80,160109,投影仪；黑板；黑板刷；粉笔,16-109
80,160110,投影仪；黑板；黑板刷；粉笔,16-110
80,160111,投影仪；黑板；黑板刷；粉笔,16-111
80,160112,投影仪；黑板；黑板刷；粉笔,16-112
300,160201,投影仪；黑板；黑板刷；粉笔,16-201
80,160202,投影仪；黑板；黑板刷；粉笔,16-202
80,160203,投影仪；黑板；黑板刷；粉笔,16-203
80,160204,投影仪；黑板；黑板刷；粉笔,16-204
200,160205,投影仪；黑板；黑板刷；粉笔,16-205
200,160206,投影仪；黑板；黑板刷；粉笔,16-206
120,160207,"投影仪；黑板；黑板刷；粉笔；多媒体；耳机；语音箱
；化学试剂套装；传感器；电压表；电流表；频谱分析仪等电工实验器材；安全隔离仪器；医学仪器；工程光学仪器等",16-207
300,160208,投影仪；黑板；黑板刷；粉笔,16-208
80,160209,投影仪；黑板；黑板刷；粉笔,16-209
80,160210,投影仪；黑板；黑板刷；粉笔,16-210
80,160211,投影仪；黑板；黑板刷；粉笔,16-211
80,160212,投影仪；黑板；黑板刷；粉笔,16-212
300,160301,投影仪；黑板；黑板刷；粉笔,16-301
80,160302,投影仪；黑板；黑板刷；粉笔,16-302
80,160303,投影仪；黑板；黑板刷；粉笔,16-303
80,160304,投影仪；黑板；黑板刷；粉笔,16-304
200,160305,投影仪；黑板；黑板刷；粉笔,16-305
300,160306,投影仪；黑板；黑板刷；粉笔,16-306
120,160307,"投影仪；黑板；黑板刷；粉笔；多媒体；耳机；语音箱
；化学试剂套装；传感器；电压表；电流表；频谱分析仪等电工实验器材；安全隔离仪器；医学仪器；工程光学仪器等",16-307
300,160308,投影仪；黑板；黑板刷；粉笔,16-308
80,160309,投影仪；黑板；黑板刷；粉笔,16-309
80,160310,投影仪；黑板；黑板刷；粉笔,16-310
80,160311,投影仪；黑板；黑板刷；粉笔,16-311
80,160312,投影仪；黑板；黑板刷；粉笔,16-312
200,160401,投影仪；黑板；黑板刷；粉笔,16-401
80,160402,投影仪；黑板；黑板刷；粉笔,16-402
80,160403,投影仪；黑板；黑板刷；粉笔,16-403
80,160404,投影仪；黑板；黑板刷；粉笔,16-404
300,160405,投影仪；黑板；黑板刷；粉笔,16-405
200,160406,投影仪；黑板；黑板刷；粉笔,16-406
120,160407,"投影仪；黑板；黑板刷；粉笔；多媒体；耳机；语音箱
；化学试剂套装；传感器；电压表；电流表；频谱分析仪等电工实验器材；安全隔离仪器；医学仪器；工程光学仪器等",16-407
200,160408,投影仪；黑板；黑板刷；粉笔,16-408
80,160409,投影仪；黑板；黑板刷；粉笔,16-409
80,160410,投影仪；黑板；黑板刷；粉笔,16-410
80,160411,投影仪；黑板；黑板刷；粉笔,16-411
80,160412,投影仪；黑板；黑板刷；粉笔,16-412
200,160501,投影仪；黑板；黑板刷；粉笔,16-501
80,160502,投影仪；黑板；黑板刷；粉笔,16-502
80,160503,投影仪；黑板；黑板刷；粉笔,16-503
80,160504,投影仪；黑板；黑板刷；粉笔,16-504
300,160505,投影仪；黑板；黑板刷；粉笔,16-505
300,160506,投影仪；黑板；黑板刷；粉笔,16-506
120,160507,"投影仪；黑板；黑板刷；粉笔；多媒体；耳机；语音箱
；化学试剂套装；传感器；电压表；电流表；频谱分析仪等电工实验器材；安全隔离仪器；医学仪器；工程光学仪器等",16-507
300,160508,投影仪；黑板；黑板刷；粉笔,16-508
80,160509,投影仪；黑板；黑板刷；粉笔,16-509
80,160510,投影仪；黑板；黑板刷；粉笔,16-510
80,160511,投影仪；黑板；黑板刷；粉笔,16-511
80,160512,投影仪；黑板；黑板刷；粉笔,16-512
300,160601,投影仪；黑板；黑板刷；粉笔,16-601
80,160602,投影仪；黑板；黑板刷；粉笔,16-602
80,160603,投影仪；黑板；黑板刷；粉笔,16-603
80,160604,投影仪；黑板；黑板刷；粉笔,16-604
300,160605,投影仪；黑板；黑板刷；粉笔,16-605
200,160606,投影仪；黑板；黑板刷；粉笔,16-606
120,160607,"投影仪；黑板；黑板刷；粉笔；多媒体；耳机；语音箱
；化学试剂套装；传感器；电压表；电流表；频谱分析仪等电工实验器材；安全隔离仪器；医学仪器；工程光学仪器等",16-607
300,160608,投影仪；黑板；黑板刷；粉笔,16-608
80,160609,投影仪；黑板；黑板刷；粉笔,16-609
80,160610,投影仪；黑板；黑板刷；粉笔,16-610
80,160611,投影仪；黑板；黑板刷；粉笔,16-611
80,160612,投影仪；黑板；黑板刷；粉笔,16-612
300,170101,投影仪；黑板；黑板刷；粉笔,17-101
80,170102,投影仪；黑板；黑板刷；粉笔,17-102
80,170103,投影仪；黑板；黑板刷；粉笔,17-103
80,170104,投影仪；黑板；黑板刷；粉笔,17-104
200,170105,投影仪；黑板；黑板刷；粉笔,17-105
200,170106,投影仪；黑板；黑板刷；粉笔,17-106
120,170107,"投影仪；黑板；黑板刷；粉笔；多媒体；耳机；语音箱
；化学试剂套装；传感器；电压表；电流表；频谱分析仪等电工实验器材；安全隔离仪器；医学仪器；工程光学仪器等",17-107
300,170108,投影仪；黑板；黑板刷；粉笔,17-108
80,170109,投影仪；黑板；黑板刷；粉笔,17-109
80,170110,投影仪；黑板；黑板刷；粉笔,17-110
80,170111,投影仪；黑板；黑板刷；粉笔,17-111
80,170112,投影仪；黑板；黑板刷；粉笔,17-112
300,170201,投影仪；黑板；黑板刷；粉笔,17-201
80,170202,投影仪；黑板；黑板刷；粉笔,17-202
80,170203,投影仪；黑板；黑板刷；粉笔,17-203
80,170204,投影仪；黑板；黑板刷；粉笔,17-204
300,170205,投影仪；黑板；黑板刷；粉笔,17-205
300,170206,投影仪；黑板；黑板刷；粉笔,17-206
120,170207,"投影仪；黑板；黑板刷；粉笔；多媒体；耳机；语音箱
；化学试剂套装；传感器；电压表；电流表；频谱分析仪等电工实验器材；安全隔离仪器；医学仪器；工程光学仪器等",17-207
200,170208,投影仪；黑板；黑板刷；粉笔,17-208
80,170209,投影仪；黑板；黑板刷；粉笔,17-209
80,170210,投影仪；黑板；黑板刷；粉笔,17-210
80,170211,投影仪；黑板；黑板刷；粉笔,17-211
80,170212,投影仪；黑板；黑板刷；粉笔,17-212
300,170301,投影仪；黑板；黑板刷；粉笔,17-301
80,170302,投影仪；黑板；黑板刷；粉笔,17-302
80,170303,投影仪；黑板；黑板刷；粉笔,17-303
80,170304,投影仪；黑板；黑板刷；粉笔,17-304
300,170305,投影仪；黑板；黑板刷；粉笔,17-305
200,170306,投影仪；黑板；黑板刷；粉笔,17-306
120,170307,"投影仪；黑板；黑板刷；粉笔；多媒体；耳机；语音箱
；化学试剂套装；传感器；电压表；电流表；频谱分析仪等电工实验器材；安全隔离仪器；医学仪器；工程光学仪器等",17-307
300,170308,投影仪；黑板；黑板刷；粉笔,17-308
80,170309,投影仪；黑板；黑板刷；粉笔,17-309
80,170310,投影仪；黑板；黑板刷；粉笔,17-310
80,170311,投影仪；黑板；黑板刷；粉笔,17-311
80,170312,投影仪；黑板；黑板刷；粉笔,17-312
300,170401,投影仪；黑板；黑板刷；粉笔,17-401
80,170402,投影仪；黑板；黑板刷；粉笔,17-402
80,170403,投影仪；黑板；黑板刷；粉笔,17-403
80,170404,投影仪；黑板；黑板刷；粉笔,17-404
300,170405,投影仪；黑板；黑板刷；粉笔,17-405
300,170406,投影仪；黑板；黑板刷；粉笔,17-406
120,170407,"投影仪；黑板；黑板刷；粉笔；多媒体；耳机；语音箱
；化学试剂套装；传感器；电压表；电流表；频谱分析仪等电工实验器材；安全隔离仪器；医学仪器；工程光学仪器等",17-407
300,170408,投影仪；黑板；黑板刷；粉笔,17-408
80,170409,投影仪；黑板；黑板刷；粉笔,17-409
80,170410,投影仪；黑板；黑板刷；粉笔,17-410
80,170411,投影仪；黑板；黑板刷；粉笔,17-411
80,170412,投影仪；黑板；黑板刷；粉笔,17-412
200,170501,投影仪；黑板；黑板刷；粉笔,17-501
80,170502,投影仪；黑板；黑板刷；粉笔,17-502
80,170503,投影仪；黑板；黑板刷；粉笔,17-503
80,170504,投影仪；黑板；黑板刷；粉笔,17-504
200,170505,投影仪；黑板；黑板刷；粉笔,17-505
200,170506,投影仪；黑板；黑板刷；粉笔,17-506
120,170507,"投影仪；黑板；黑板刷；粉笔；多媒体；耳机；语音箱
；化学试剂套装；传感器；电压表；电流表；频谱分析仪等电工实验器材；安全隔离仪器；医学仪器；工程光学仪器等",17-507
300,170508,投影仪；黑板；黑板刷；粉笔,17-508
80,170509,投影仪；黑板；黑板刷；粉笔,17-509
80,170510,投影仪；黑板；黑板刷；粉笔,17-510
80,170511,投影仪；黑板；黑板刷；粉笔,17-511
80,170512,投影仪；黑板；黑板刷；粉笔,17-512
200,170601,投影仪；黑板；黑板刷；粉笔,17-601
80,170602,投影仪；黑板；黑板刷；粉笔,17-602
80,170603,投影仪；黑板；黑板刷；粉笔,17-603
80,170604,投影仪；黑板；黑板刷；粉笔,17-604
200,170605,投影仪；黑板；黑板刷；粉笔,17-605
200,170606,投影仪；黑板；黑板刷；粉笔,17-606
120,170607,"投影仪；黑板；黑板刷；粉笔；多媒体；耳机；语音箱
；化学试剂套装；传感器；电压表；电流表；频谱分析仪等电工实验器材；安全隔离仪器；医学仪器；工程光学仪器等",17-607
200,170608,投影仪；黑板；黑板刷；粉笔,17-608
80,170609,投影仪；黑板；黑板刷；粉笔,17-609
80,170610,投影仪；黑板；黑板刷；粉笔,17-610
80,170611,投影仪；黑板；黑板刷；粉笔,17-611
80,170612,投影仪；黑板；黑板刷；粉笔,17-612
300,180101,投影仪；黑板；黑板刷；粉笔,18-101
80,180102,投影仪；黑板；黑板刷；粉笔,18-102
80,180103,投影仪；黑板；黑板刷；粉笔,18-103
80,180104,投影仪；黑板；黑板刷；粉笔,18-104
200,180105,投影仪；黑板；黑板刷；粉笔,18-105
200,180106,投影仪；黑板；黑板刷；粉笔,18-106
120,180107,"投影仪；黑板；黑板刷；粉笔；多媒体；耳机；语音箱
；化学试剂套装；传感器；电压表；电流表；频谱分析仪等电工实验器材；安全隔离仪器；医学仪器；工程光学仪器等",18-107
300,180108,投影仪；黑板；黑板刷；粉笔,18-108
80,180109,投影仪；黑板；黑板刷；粉笔,18-109
80,180110,投影仪；黑板；黑板刷；粉笔,18-110
80,180111,投影仪；黑板；黑板刷；粉笔,18-111
80,180112,投影仪；黑板；黑板刷；粉笔,18-112
200,180201,投影仪；黑板；黑板刷；粉笔,18-201
80,180202,投影仪；黑板；黑板刷；粉笔,18-202
80,180203,投影仪；黑板；黑板刷；粉笔,18-203
80,180204,投影仪；黑板；黑板刷；粉笔,18-204
300,180205,投影仪；黑板；黑板刷；粉笔,18-205
300,180206,投影仪；黑板；黑板刷；粉笔,18-206
120,180207,"投影仪；黑板；黑板刷；粉笔；多媒体；耳机；语音箱
；化学试剂套装；传感器；电压表；电流表；频谱分析仪等电工实验器材；安全隔离仪器；医学仪器；工程光学仪器等",18-207
200,180208,投影仪；黑板；黑板刷；粉笔,18-208
80,180209,投影仪；黑板；黑板刷；粉笔,18-209
80,180210,投影仪；黑板；黑板刷；粉笔,18-210
80,180211,投影仪；黑板；黑板刷；粉笔,18-211
80,180212,投影仪；黑板；黑板刷；粉笔,18-212
200,180301,投影仪；黑板；黑板刷；粉笔,18-301
80,180302,投影仪；黑板；黑板刷；粉笔,18-302
80,180303,投影仪；黑板；黑板刷；粉笔,18-303
80,180304,投影仪；黑板；黑板刷；粉笔,18-304
300,180305,投影仪；黑板；黑板刷；粉笔,18-305
300,180306,投影仪；黑板；黑板刷；粉笔,18-306
120,180307,"投影仪；黑板；黑板刷；粉笔；多媒体；耳机；语音箱
；化学试剂套装；传感器；电压表；电流表；频谱分析仪等电工实验器材；安全隔离仪器；医学仪器；工程光学仪器等",18-307
200,180308,投影仪；黑板；黑板刷；粉笔,18-308
80,180309,投影仪；黑板；黑板刷；粉笔,18-309
80,180310,投影仪；黑板；黑板刷；粉笔,18-310
80,180311,投影仪；黑板；黑板刷；粉笔,18-311
80,180312,投影仪；黑板；黑板刷；粉笔,18-312
200,180401,投影仪；黑板；黑板刷；粉笔,18-401
80,180402,投影仪；黑板；黑板刷；粉笔,18-402
80,180403,投影仪；黑板；黑板刷；粉笔,18-403
80,180404,投影仪；黑板；黑板刷；粉笔,18-404
300,180405,投影仪；黑板；黑板刷；粉笔,18-405
300,180406,投影仪；黑板；黑板刷；粉笔,18-406
120,180407,"投影仪；黑板；黑板刷；粉笔；多媒体；耳机；语音箱
；化学试剂套装；传感器；电压表；电流表；频谱分析仪等电工实验器材；安全隔离仪器；医学仪器；工程光学仪器等",18-407
300,180408,投影仪；黑板；黑板刷；粉笔,18-408
80,180409,投影仪；黑板；黑板刷；粉笔,18-409
80,180410,投影仪；黑板；黑板刷；粉笔,18-410
80,180411,投影仪；黑板；黑板刷；粉笔,18-411
80,180412,投影仪；黑板；黑板刷；粉笔,18-412
300,180501,投影仪；黑板；黑板刷；粉笔,18-501
80,180502,投影仪；黑板；黑板刷；粉笔,18-502
80,180503,投影仪；黑板；黑板刷；粉笔,18-503
80,180504,投影仪；黑板；黑板刷；粉笔,18-504
300,180505,投影仪；黑板；黑板刷；粉笔,18-505
200,180506,投影仪；黑板；黑板刷；粉笔,18-506
120,180507,"投影仪；黑板；黑板刷；粉笔；多媒体；耳机；语音箱
；化学试剂套装；传感器；电压表；电流表；频谱分析仪等电工实验器材；安全隔离仪器；医学仪器；工程光学仪器等",18-507
300,180508,投影仪；黑板；黑板刷；粉笔,18-508
80,180509,投影仪；黑板；黑板刷；粉笔,18-509
80,180510,投影仪；黑板；黑板刷；粉笔,18-510
80,180511,投影仪；黑板；黑板刷；粉笔,18-511
80,180512,投影仪；黑板；黑板刷；粉笔,18-512
300,180601,投影仪；黑板；黑板刷；粉笔,18-601
80,180602,投影仪；黑板；黑板刷；粉笔,18-602
80,180603,投影仪；黑板；黑板刷；粉笔,18-603
80,180604,投影仪；黑板；黑板刷；粉笔,18-604
300,180605,投影仪；黑板；黑板刷；粉笔,18-605
300,180606,投影仪；黑板；黑板刷；粉笔,18-606
120,180607,"投影仪；黑板；黑板刷；粉笔；多媒体；耳机；语音箱
；化学试剂套装；传感器；电压表；电流表；频谱分析仪等电工实验器材；安全隔离仪器；医学仪器；工程光学仪器等",18-607
300,180608,投影仪；黑板；黑板刷；粉笔,18-608
80,180609,投影仪；黑板；黑板刷；粉笔,18-609
80,180610,投影仪；黑板；黑板刷；粉笔,18-610
80,180611,投影仪；黑板；黑板刷；粉笔,18-611
80,180612,投影仪；黑板；黑板刷；粉笔,18-612
200,190101,投影仪；黑板；黑板刷；粉笔,19-101
80,190102,投影仪；黑板；黑板刷；粉笔,19-102
80,190103,投影仪；黑板；黑板刷；粉笔,19-103
80,190104,投影仪；黑板；黑板刷；粉笔,19-104
300,190105,投影仪；黑板；黑板刷；粉笔,19-105
300,190106,投影仪；黑板；黑板刷；粉笔,19-106
120,190107,"投影仪；黑板；黑板刷；粉笔；多媒体；耳机；语音箱
；化学试剂套装；传感器；电压表；电流表；频谱分析仪等电工实验器材；安全隔离仪器；医学仪器；工程光学仪器等",19-107
300,190108,投影仪；黑板；黑板刷；粉笔,19-108
80,190109,投影仪；黑板；黑板刷；粉笔,19-109
80,190110,投影仪；黑板；黑板刷；粉笔,19-110
80,190111,投影仪；黑板；黑板刷；粉笔,19-111
80,190112,投影仪；黑板；黑板刷；粉笔,19-112
300,190201,投影仪；黑板；黑板刷；粉笔,19-201
80,190202,投影仪；黑板；黑板刷；粉笔,19-202
80,190203,投影仪；黑板；黑板刷；粉笔,19-203
80,190204,投影仪；黑板；黑板刷；粉笔,19-204
300,190205,投影仪；黑板；黑板刷；粉笔,19-205
300,190206,投影仪；黑板；黑板刷；粉笔,19-206
120,190207,"投影仪；黑板；黑板刷；粉笔；多媒体；耳机；语音箱
；化学试剂套装；传感器；电压表；电流表；频谱分析仪等电工实验器材；安全隔离仪器；医学仪器；工程光学仪器等",19-207
200,190208,投影仪；黑板；黑板刷；粉笔,19-208
80,190209,投影仪；黑板；黑板刷；粉笔,19-209
80,190210,投影仪；黑板；黑板刷；粉笔,19-210
80,190211,投影仪；黑板；黑板刷；粉笔,19-211
80,190212,投影仪；黑板；黑板刷；粉笔,19-212
200,190301,投影仪；黑板；黑板刷；粉笔,19-301
80,190302,投影仪；黑板；黑板刷；粉笔,19-302
80,190303,投影仪；黑板；黑板刷；粉笔,19-303
80,190304,投影仪；黑板；黑板刷；粉笔,19-304
300,190305,投影仪；黑板；黑板刷；粉笔,19-305
200,190306,投影仪；黑板；黑板刷；粉笔,19-306
120,190307,"投影仪；黑板；黑板刷；粉笔；多媒体；耳机；语音箱
；化学试剂套装；传感器；电压表；电流表；频谱分析仪等电工实验器材；安全隔离仪器；医学仪器；工程光学仪器等",19-307
200,190308,投影仪；黑板；黑板刷；粉笔,19-308
80,190309,投影仪；黑板；黑板刷；粉笔,19-309
80,190310,投影仪；黑板；黑板刷；粉笔,19-310
80,190311,投影仪；黑板；黑板刷；粉笔,19-311
80,190312,投影仪；黑板；黑板刷；粉笔,19-312
200,190401,投影仪；黑板；黑板刷；粉笔,19-401
80,190402,投影仪；黑板；黑板刷；粉笔,19-402
80,190403,投影仪；黑板；黑板刷；粉笔,19-403
80,190404,投影仪；黑板；黑板刷；粉笔,19-404
300,190405,投影仪；黑板；黑板刷；粉笔,19-405
300,190406,投影仪；黑板；黑板刷；粉笔,19-406
120,190407,"投影仪；黑板；黑板刷；粉笔；多媒体；耳机；语音箱
；化学试剂套装；传感器；电压表；电流表；频谱分析仪等电工实验器材；安全隔离仪器；医学仪器；工程光学仪器等",19-407
300,190408,投影仪；黑板；黑板刷；粉笔,19-408
80,190409,投影仪；黑板；黑板刷；粉笔,19-409
80,190410,投影仪；黑板；黑板刷；粉笔,19-410
80,190411,投影仪；黑板；黑板刷；粉笔,19-411
80,190412,投影仪；黑板；黑板刷；粉笔,19-412
300,190501,投影仪；黑板；黑板刷；粉笔,19-501
80,190502,投影仪；黑板；黑板刷；粉笔,19-502
80,190503,投影仪；黑板；黑板刷；粉笔,19-503
80,190504,投影仪；黑板；黑板刷；粉笔,19-504
300,190505,投影仪；黑板；黑板刷；粉笔,19-505
200,190506,投影仪；黑板；黑板刷；粉笔,19-506
120,190507,"投影仪；黑板；黑板刷；粉笔；多媒体；耳机；语音箱
；化学试剂套装；传感器；电压表；电流表；频谱分析仪等电工实验器材；安全隔离仪器；医学仪器；工程光学仪器等",19-507
300,190508,投影仪；黑板；黑板刷；粉笔,19-508
80,190509,投影仪；黑板；黑板刷；粉笔,19-509
80,190510,投影仪；黑板；黑板刷；粉笔,19-510
80,190511,投影仪；黑板；黑板刷；粉笔,19-511
80,190512,投影仪；黑板；黑板刷；粉笔,19-512
200,200101,投影仪；黑板；黑板刷；粉笔,20-101
80,200102,投影仪；黑板；黑板刷；粉笔,20-102
80,200103,投影仪；黑板；黑板刷；粉笔,20-103
80,200104,投影仪；黑板；黑板刷；粉笔,20-104
300,200105,投影仪；黑板；黑板刷；粉笔,20-105
300,200106,投影仪；黑板；黑板刷；粉笔,20-106
120,200107,"投影仪；黑板；黑板刷；粉笔；多媒体；耳机；语音箱
；化学试剂套装；传感器；电压表；电流表；频谱分析仪等电工实验器材；安全隔离仪器；医学仪器；工程光学仪器等",20-107
200,200108,投影仪；黑板；黑板刷；粉笔,20-108
80,200109,投影仪；黑板；黑板刷；粉笔,20-109
80,200110,投影仪；黑板；黑板刷；粉笔,20-110
80,200111,投影仪；黑板；黑板刷；粉笔,20-111
80,200112,投影仪；黑板；黑板刷；粉笔,20-112
300,200201,投影仪；黑板；黑板刷；粉笔,20-201
80,200202,投影仪；黑板；黑板刷；粉笔,20-202
80,200203,投影仪；黑板；黑板刷；粉笔,20-203
80,200204,投影仪；黑板；黑板刷；粉笔,20-204
200,200205,投影仪；黑板；黑板刷；粉笔,20-205
300,200206,投影仪；黑板；黑板刷；粉笔,20-206
120,200207,"投影仪；黑板；黑板刷；粉笔；多媒体；耳机；语音箱
；化学试剂套装；传感器；电压表；电流表；频谱分析仪等电工实验器材；安全隔离仪器；医学仪器；工程光学仪器等",20-207
300,200208,投影仪；黑板；黑板刷；粉笔,20-208
80,200209,投影仪；黑板；黑板刷；粉笔,20-209
80,200210,投影仪；黑板；黑板刷；粉笔,20-210
80,200211,投影仪；黑板；黑板刷；粉笔,20-211
80,200212,投影仪；黑板；黑板刷；粉笔,20-212
300,200301,投影仪；黑板；黑板刷；粉笔,20-301
80,200302,投影仪；黑板；黑板刷；粉笔,20-302
80,200303,投影仪；黑板；黑板刷；粉笔,20-303
80,200304,投影仪；黑板；黑板刷；粉笔,20-304
200,200305,投影仪；黑板；黑板刷；粉笔,20-305
200,200306,投影仪；黑板；黑板刷；粉笔,20-306
120,200307,"投影仪；黑板；黑板刷；粉笔；多媒体；耳机；语音箱
；化学试剂套装；传感器；电压表；电流表；频谱分析仪等电工实验器材；安全隔离仪器；医学仪器；工程光学仪器等",20-307
200,200308,投影仪；黑板；黑板刷；粉笔,20-308
80,200309,投影仪；黑板；黑板刷；粉笔,20-309
80,200310,投影仪；黑板；黑板刷；粉笔,20-310
80,200311,投影仪；黑板；黑板刷；粉笔,20-311
80,200312,投影仪；黑板；黑板刷；粉笔,20-312
300,200401,投影仪；黑板；黑板刷；粉笔,20-401
80,200402,投影仪；黑板；黑板刷；粉笔,20-402
80,200403,投影仪；黑板；黑板刷；粉笔,20-403
80,200404,投影仪；黑板；黑板刷；粉笔,20-404
300,200405,投影仪；黑板；黑板刷；粉笔,20-405
200,200406,投影仪；黑板；黑板刷；粉笔,20-406
120,200407,"投影仪；黑板；黑板刷；粉笔；多媒体；耳机；语音箱
；化学试剂套装；传感器；电压表；电流表；频谱分析仪等电工实验器材；安全隔离仪器；医学仪器；工程光学仪器等",20-407
200,200408,投影仪；黑板；黑板刷；粉笔,20-408
80,200409,投影仪；黑板；黑板刷；粉笔,20-409
80,200410,投影仪；黑板；黑板刷；粉笔,20-410
80,200411,投影仪；黑板；黑板刷；粉笔,20-411
80,200412,投影仪；黑板；黑板刷；粉笔,20-412
200,200501,投影仪；黑板；黑板刷；粉笔,20-501
80,200502,投影仪；黑板；黑板刷；粉笔,20-502
80,200503,投影仪；黑板；黑板刷；粉笔,20-503
80,200504,投影仪；黑板；黑板刷；粉笔,20-504
300,200505,投影仪；黑板；黑板刷；粉笔,20-505
300,200506,投影仪；黑板；黑板刷；粉笔,20-506
120,200507,"投影仪；黑板；黑板刷；粉笔；多媒体；耳机；语音箱
；化学试剂套装；传感器；电压表；电流表；频谱分析仪等电工实验器材；安全隔离仪器；医学仪器；工程光学仪器等",20-507
300,200508,投影仪；黑板；黑板刷；粉笔,20-508
80,200509,投影仪；黑板；黑板刷；粉笔,20-509
80,200510,投影仪；黑板；黑板刷；粉笔,20-510
80,200511,投影仪；黑板；黑板刷；粉笔,20-511
80,200512,投影仪；黑板；黑板刷；粉笔,20-512
300,200601,投影仪；黑板；黑板刷；粉笔,20-601
80,200602,投影仪；黑板；黑板刷；粉笔,20-602
80,200603,投影仪；黑板；黑板刷；粉笔,20-603
80,200604,投影仪；黑板；黑板刷；粉笔,20-604
300,200605,投影仪；黑板；黑板刷；粉笔,20-605
200,200606,投影仪；黑板；黑板刷；粉笔,20-606
120,200607,"投影仪；黑板；黑板刷；粉笔；多媒体；耳机；语音箱
；化学试剂套装；传感器；电压表；电流表；频谱分析仪等电工实验器材；安全隔离仪器；医学仪器；工程光学仪器等",20-607
200,200608,投影仪；黑板；黑板刷；粉笔,20-608
80,200609,投影仪；黑板；黑板刷；粉笔,20-609
80,200610,投影仪；黑板；黑板刷；粉笔,20-610
80,200611,投影仪；黑板；黑板刷；粉笔,20-611
80,200612,投影仪；黑板；黑板刷；粉笔,20-612
